idx	18BR003	11BR024	11BR042	01BR033	03BR002	11BR023	11BR036	01BR018	14BR008	11BR004	15BR003	06BR005	11BR016	20BR005	11BR080	18BR002	11BR018	03BR010	22BR006	18BR007	11BR025	05BR026	11BR055	05BR029	11BR043	05BR009	11BR030	11BR038	20BR008	03BR004	11BR020	11BR056	11BR019	11BR010	01BR027	11BR060	11BR072	18BR017	20BR001	14BR005	05BR001	03BR005	03BR013	21BR010	11BR053	11BR017	20BR002	05BR003	11BR031	09BR007	11BR059	11BR015	01BR030	06BR014	18BR009	11BR028	11BR050	11BR049	11BR075	11BR054	22BR005	13BR009	05BR016	11BR014	18BR016	06BR003	11BR051	06BR006	14BR014	20BR007	09BR005	20BR006	18BR010	16BR012	11BR013	11BR012	09BR004	11BR032	18BR019	11BR027	11BR003	11BR074	01BR001	05BR038	01BR017	01BR015	11BR022	01BR025	11BR009	11BR006	11BR011	05BR005	11BR058	11BR040	11BR073	01BR032	01BR031	18BR004	11BR047	18BR006	11BR044
hsa-miR-4641	0	1.1098	0.3047	1.1062	0	0.9347	0	0	0	0	0	0	0.6025	1.2357	0.3919	1.392	0	0	0.4119	0.7733	0	0	0	0.2477	0.5795	0	0.5219	0.6082	0	0.4453	0	0.2699	0	0	0	0	0.6105	0	0	0	0	0	0	0	0.3097	0	1.0387	0	0	0	0.4551	0.7346	0	0.7408	0	0	0	0.539	0.2466	0	0.3522	0.4552	0.2783	0.6431	0.2625	0	0.4136	0	0.4483	0	0	2.0055	0	0	0.8168	0.5321	0.9218	0.573	0.2234	0.6119	0.502	0.4976	0.5275	0	1.656	1.4125	0	0	0.4017	0	0.5168	1.1089	0	0	0	0.3951	1.3086	0.5296	0.7212	0	0.3616
hsa-miR-4642	1.3288	0	0	0.6566	0	1.9009	1.4572	0	0	1.3735	0	0.3092	0	0.9285	0	0	0	0	0.732	0.4379	0	0	0	0.459	0	0	0.5219	1.3635	0.4927	0	0	1.0205	0	0.5307	0	2.1332	0	0.5836	0	0	0	0	0	0	0.3097	0.8696	0	0	0	0	0.8005	0	0	0.2238	1.3684	0.4815	0.5549	0	0	0	0.635	0	0	0	0	0.7413	0.4136	0	0.9343	1.2885	0	2.7504	0.8427	0	0.4654	0	0.2375	0.3147	0	0.6119	1.8062	0	0	0	1.0536	0.8726	0.5496	0	0.4017	0.5409	0.5168	0	1.3424	0.2639	0.551	0	0.7979	0	0.7212	0.6282	0.3616
hsa-miR-4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3919	0.3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0187	0	0	0	0	0	0	0	0	0	0.2466	0	0	0	0	0	0	0	0	0	0	0	0.3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4017	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4645-3p	0.9314	1.3472	1.6397	1.9568	1.2332	1.9009	0.8059	2.3716	0.6475	1.826	1.7593	1.8595	2.0392	1.4888	2.7929	1.392	0.9597	0.4662	1.3144	1.4714	0.4424	1.3765	1.3302	2.2466	1.8949	0.4426	2.234	0.6082	1.1513	0.7851	1.8086	1.5118	0.7934	1.0784	1.2751	1.0902	1.7149	1.8045	0.5247	1.3968	1.3661	0	0.5808	1.4228	1.5438	1.164	0.8824	0.6747	0.5974	1.9477	1.3123	0.4136	2.4816	1.5914	1.1286	0.4815	1.808	0.9305	1.3169	1.8199	2.0148	1.9194	1.4341	1.2656	1.1359	2.0082	2.0546	0.7171	1.1861	0.8997	1.2955	1.7707	1.7571	1.0608	1.0991	2.3261	1.052	0.982	1.9438	0.6119	1.8062	0.4976	1.2167	1.6089	2.0797	1.4125	1.2577	1.076	0.4017	2.065	1.4452	1.7284	1.3424	1.2661	0.9487	0.3951	1.6851	0.9161	1.7093	0.8627	1.5821
hsa-miR-4645-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819	0	0	0	0.2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4646-3p	0	0	0	0	0	0.5418	0	0.762	0	0	0.2616	0	0	0.2938	0	0.3456	0	0	0	0	0	0.8465	0	0	0	0.7808	0.2844	0.6082	0	0	0.7783	0	0	0	0	0.4608	0	0	0	1.1537	0	0	0	0.3564	0	0	0.276	0	0	0.3332	0	0	0	0.4175	0	0	0	0	0	0	0.3522	0	0	0	0	0	0	0	0	0.6573	0	0.6808	0.482	0	0	0	0	0	0	0	0	0.2701	0	0	0	0.5013	0	0	0	0.2957	0	0	0	0.2639	0	0	0	0	0.9803	0	0
hsa-miR-4646-5p	0	0.471	0.5561	0	0	0	0	0	0.3597	0	0.2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4426	0.5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5077	0.6747	0	0.6037	0	0.4136	0	0.2238	0.4808	0.2607	0	0	0	0	0	0	0	0	0	0	0.2216	0	0	0.6573	0	0	0	0	0	0	0	0	0	0	0	0.2701	0	0	0	0	0.5496	0	0	0.2957	0	0	0	0	0	0	0.7979	0	0	0.348	0
hsa-miR-4647	1.4928	0.471	0.7701	1.1062	0.5363	0.5418	0.3212	0.762	0.6475	0	0	0.3092	1.0263	0.2938	0	0.8577	0.5582	0	0.4119	1.4714	1.0542	0.8465	0	0	0.3187	1.0546	1.6686	0.6082	0.4927	1.6644	0.441	1.0205	1.0702	1.2228	0	1.5269	0.7676	0.5836	0	0.4939	0.6097	1.1194	1.7985	1.5662	0	0	1.426	0.6747	0.5974	0.6037	0	1.219	0	0.7408	0	0.2607	0.2096	0	0.2466	0.3254	1.4108	0	0	0	0.677	0.4178	0	0	0.9343	0.3658	0.5703	1.3263	0.482	1.8934	0.4654	0	0	0	0	1.5104	0	1.2877	0	0.6652	0	1.4125	0	0	0	0	0	1.1089	0.3864	0	0.551	0.5583	1.3086	0	0.7212	0.8627	0
hsa-miR-4648	0.3812	0	0	0	0.5363	0	0	0	0.3597	0.9669	0.6748	0.3092	0	0	0	0	0	0.4662	0	0.4379	0	0	0	0	1.8949	0	0.7257	0.6082	0	0	0.441	0	0	0	0	0.4608	0.4342	0	0.1969	0	0	0	0	0	0	0	0	0	0	0.3332	0	0.4136	0	0.4175	0	0.2607	0	0	0.2466	0	0.3522	0.2455	0	0	0	0.4178	0	0	0	0	0	0	0	0	0	0	0.2375	0	0.2234	0	0	0	0	0	1.656	0	0.9467	0	0.4017	0.9334	0.5168	0	0	0.2639	0	0	0	0.7358	0.4052	0.348	0.3616
hsa-miR-4649-3p	0.6824	0	1.2695	0.6566	0	0.9347	0.3212	1.258	0.6475	0.3986	0.4829	0.3092	0.6025	0.7463	0.3919	2.2601	1.2734	0	0.732	1.8	0.4424	1.9236	2.1149	0.2477	1.3121	0.7808	0.2844	1.0347	0.2673	1.06	1.2811	1.287	0.4505	1.4744	0	1.325	1.2659	0.5836	0	0	0.6097	0.6657	0.5808	1.2636	0.9693	0.4994	0.8824	0.6747	1.0187	1.0279	0.4551	0	1.3382	0.5882	0.4808	0.8419	1.1705	0.2029	0.2466	0	0	0.2455	0.2783	1.425	1.1359	0.4178	0.8719	1.5517	1.0657	0.3658	0.5703	0.3802	1.577	1.0608	0.4654	1.8782	0.6199	1.4365	0.2234	0.8419	0	1.0212	0.9129	0	0	1.4125	0.5496	0	0	0.5409	0	1.3462	1.1562	0.4869	0	0.3951	0	0.9161	1.1999	1.5409	0.3616
hsa-miR-4649-5p	0	0	0	0	0.5363	0.5418	0	0	0.3597	0	0.6748	0.3092	0.6025	0.7463	0.3919	0.6243	0.9597	0.8179	0.2206	0.4379	0	0.4845	0.9325	0	0.3187	0.7808	0.2844	0	0	1.06	0	0	0	0.2896	0.774	0.4608	0	0	0.1969	0.4939	0	0.6657	0	0	0.3097	0.8696	0.5077	1.1326	1.0187	0	0.4551	0	0	0.2238	0	0.2607	0	0	0	0	0.3522	0	0.2783	0.3571	0.2625	1.0055	0	1.1939	0.2415	0	0.3132	0	1.131	0	0	0.5321	0.2375	0.573	0.2234	0	0	0	0	0	0	0.5013	0.5496	0	0	0.5409	0	0.8247	0.9422	0.4869	0	0	0	0	0	0.6282	0
hsa-miR-4650-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4651	0	0.8255	0	0.6566	0	0	0.3212	0	0	0	0.4829	0	0	0.5377	0.3919	0.6243	0.5582	0	0	0.4379	0.4424	0	0	0	0.3187	0	0	0	0.4927	0	0.441	0.2699	0.4505	0.7373	0	0	0	0.5836	0	0	0	0	0.9938	0	0.3097	0.4994	0.5077	0.6747	1.0187	0.3332	0.4551	0	0.819	0	0	0.2607	0	0.2029	0	0.5908	0.3522	0	0.2783	0.3571	0	0	0	0	0	0.3658	0	0.3802	0	0	0	0	0	0	0	0	0.502	0	0	0.3706	0	0	0.5496	0	0	0.2957	0.5168	0.4705	0	0	0.3016	0	0	0	0	0.348	0
hsa-miR-4652-3p	0	0.8255	0	0	0	0	0	0	0	0.3986	0	0	0	0.5377	0	0	0	0	0	0	0	0.4845	0.3817	0	0	0	0	0	0	0	0	0.2699	0	0	0	0	0	1.3195	0	0	0	0	0	0	0.3097	0	0	1.4796	0	0	0	0	0	0	0	0	0	0	0.2466	0	0	0	0.2783	0	0	0	0	0	0	0	0	0	0	0	0	1.2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4652-5p	0	2.3914	0	0	0	0	0	0	0	1.1845	0	0	0	2.2747	0	2.087	0	0.4662	0	2.5763	0	0.4845	0.9325	0	1.8949	0	0	1.6311	0	0	1.2811	1.1599	0	0.9179	0	2.1332	0	2.4562	0	0	0	0	0	0	3.1542	0	0	3.3978	0	0.8313	0.8005	0	0	0.7408	0	0	0	0	3.3411	0	2.4393	0	0	0	0	0	0.2216	0	0	0	0	0	0	0	1.5379	0.92	1.052	0	0	0	0	0	0	0	1.656	0	0	1.076	1.5491	0	0	0	0	0	0	0	0.7979	0	0	0	0
hsa-miR-4653-3p	0	0	0	0	0	0	0	0	0	0	0	0	0.6025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9412	0	0	0	0	0	0	1.1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0.211	0	0	0	0	0
hsa-miR-4653-5p	0	0	0	0	0	0	0.3212	1.258	0	0	0	0	0	0	0.3919	0	0	0	0	0	0	0	0	0.2477	0	0.4426	0	0	0	0	0	0	0	0	0.774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654	0.6824	0.471	0	0	0	0	0	0	0.3597	0	0.8441	0.3092	1.3534	0.2938	0	0	0.5582	0	0.5808	0	0	0	0	0.2477	1.5741	0.4426	0	0	0	0.4453	0	0.2699	1.0702	0	0	0	0.4342	0.5836	0	0.4939	0.6097	0.6657	0.5808	0.6419	0.7811	0	0.276	1.1326	1.0187	0	0.4551	0.4136	0	0	0	0.2607	0.2096	0.2029	0.2466	0.3254	0	0.4552	0.2783	0	0	0	0.7347	0	0.2415	0	0	1.1415	0	1.3946	1.3351	0	0.2375	1.5609	0	0.8419	0	0	0.5275	0.9097	0	0	0.5496	0	0	0	0	0.4705	0	0.2639	0.3016	0.9598	0	0	0.4052	1.2413	0
hsa-miR-4655-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4655-5p	0	0.471	0	0	0	0	0	0	0	0	0	0	0.6025	0.2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0369	0	0.5808	0	0	0	0	0	0.5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4657	0	0	0.3047	0.6566	0	1.2432	0	0	0	0	0.2616	0	0.6025	0	0	0	0	0	0	0	0.7805	0	0	0.2477	0.5795	0	0.2844	0.6082	0	0	0	0.2699	0	0	0	1.325	0.4342	0	0.3701	0	0.6097	1.4641	0	0.3564	0.7811	0.4994	0	1.4796	0	0.3332	0.4551	0	0	0.2238	0	0.2607	0	0	0	0.5908	0.3522	0	0	0.3571	0	0	0.2216	0	0	0	0	0.3802	0.482	0.6258	0.4654	0	0.2375	0.3147	0	0	0	0.2701	0	0	0	0	0	0	0	1.0958	0.5168	0.8247	0	0	0.551	0	0	0	0	0	0
hsa-miR-4658	0.3812	2.4938	0	0.6566	0	0.9347	0	1.258	0	0	0	0	0	0.2938	0	0	0	0	0.2206	0	0	0	0	0	0	0	0.2844	0	0	0	0.7783	0	0	0.5307	0	1.0902	0.2334	0.998	0	0	0	0	0.5808	0	0	0.4994	0	0	0	0.3332	0	0	0	0	0	0.4815	0	0	0.9501	0.5908	0	0.2455	0	0.3571	0.2625	0	0	0	0	0	0	0	0.482	0	0	0.92	0	0.573	0	0	0	0	0	0	0	0	0	1.076	0	0.2957	0	0	0	0	0	0	0	0	0.4052	0.348	0
hsa-miR-4659a-3p	0	0	0.3047	0	0	0.5418	0.8059	0	0	0.7105	0	0.3092	0.6025	0.2938	0	0	0	0	0.2206	0	0	0	0	0	0	0	0	0	0.2673	0	0	0	0	0	0.774	0	0	0.5836	0.1969	0	0	0	0	0	0.5646	0	0	0	0	0	0	0	0	0	0	0	0	0.2029	0	0.3254	0	0.2455	0.2783	0.3571	0	0	0.4136	0	0.4483	0	0	1.7707	0	0	0.4654	0	0.2375	0	0.2234	0	0	0	0.5275	0	1.0536	0	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0
hsa-miR-4659a-5p	0	0	0	0	0	0	0.5838	0	0	0	0	0	0.6025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2096	0	0	0	0	0	0.2783	0	0.2625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4571	0	0	0	0	0	0	0	0	0	0	0.3658	0	0	0	0	0	0	0	0	0	0.3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-466	0	0	0.5561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4994	0	0	0	0.3332	0	0	0	0	0	0	0	0	0	0.3254	0	0	0	0	0	0	0	0	0	0	0.3132	0	0	0	0	0	0	0	0.2234	0	0	0	0	0.6652	0	0	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0
hsa-miR-4660	0.3812	0	0	0	0.5363	0	0	0	0.3597	0	0.2616	0.7799	1.0263	0.7463	1.1689	0.6243	0	0.4662	0.732	2.0674	0.7805	0	0	0.6433	0.3187	0	1.5661	0	0.2673	1.06	0	0.2699	0.7934	0.7373	0.774	0.4608	0.2334	0.998	0.3701	2.0929	1.0369	0	0	0	0.9693	0.4994	0.7072	0.6747	0	1.0279	0.4551	0.7346	0	0.7408	0.4808	0.6729	0.5549	0.2029	0.6408	0.3254	0.3522	0.2455	0.5115	0	0	0	1.1124	0.7171	0	0.3658	0.7885	0.3802	0.8427	0	0.4654	0	0	0	0.2234	0	1.8062	0	0	0.3706	1.0536	0.8726	0.5496	0	1.1917	0.2957	0.8965	0.4705	0.3864	0	0	0.5583	0	0.289	0.4052	0	0
hsa-miR-4661-3p	0	0	0.5561	0	0	1.2432	0	0	0	0	0	0	0	1.0903	0.6997	0	0	0	0	0.7733	0.4424	0	0	0.6433	0	0	0.2844	0	0.4927	0.4453	0.441	0.2699	0	0	0	0	0	0	0	0.8612	1.0369	0.6657	0	0	1.1357	0	0.276	0	0	0.3332	0	0	0	1.0048	0	0	0	0.2029	0.2466	0	0.8714	0	0	0.3571	0	0	0	0.7171	0.2415	0	0.3132	0	0.8427	0	0	0	0	0	0	0	0.8738	0.2701	0.5275	0.3706	0	0	0.5496	0	0	0.5409	0	0	0	0	0.3016	0	0	0	0	0.6282	0
hsa-miR-4661-5p	1.64	1.7296	1.9341	0.6566	0.5363	2.8837	1.4572	2.1632	0.3597	1.3735	1.2579	1.7612	2.0392	3.9498	2.5063	0.8577	1.9391	0	1.1087	1.0453	2.5907	1.5828	1.145	2.5064	2.6866	1.6573	2.4792	1.8567	0.2673	3.0413	1.0515	1.0205	2.104	0.7373	0.774	2.5588	1.2659	0.5836	0	1.6047	3.8225	0.6657	1.3145	1.5662	4.2985	0	2.5995	1.4796	0.5974	2.13	1.9879	1.4114	1.7192	2.0662	1.9139	0	0.8333	0.539	1.421	0.5908	3.3397	0	0.8884	0.8817	0.677	0.4178	0.4136	2.2819	1.9003	1.5945	2.9613	2.6842	1.577	0	1.0991	1.8782	0.2375	1.3003	0.4168	1.3701	3.3444	0.8668	2.032	0.6652	0	2.1124	1.2577	0	1.3815	1.8082	3.4473	1.1089	0.9422	1.2661	3.2636	0.3951	0	0.289	0.7212	1.7889	0.3616
hsa-miR-4662a-3p	0	0	0	0	0	0	0.3212	0	0	0.3986	0	0	0	0	0.6997	0	0	0	0	0	0	0	0	0	0	0	0.2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9938	0	0	0.4994	0	0	0	0	0	0	0	0	0	0	0	0.3807	0	0	0	0.2455	0	0	0	0.4178	0	0	0	0	0.3132	0	0	0	0	0	0	0	0	0.3382	0.8738	0	0	0	0	0	0	0	0	0	0	0	0.3864	0	0	0.211	0	0	0	0	0
hsa-miR-4662a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0.3254	0	0	0	0	0	0	0	0	0.2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4662b	0.9314	3.3044	1.2695	1.7249	2.0538	2.351	4.6831	2.1632	0.6475	5.0504	3.398	1.4184	1.6199	1.3678	4.1832	1.992	1.9391	1.5396	1.3144	0	2.5021	2.5333	1.4943	0.6433	2.741	1.0546	3.034	2.3771	2.0189	1.9609	2.3026	2.2336	2.7001	1.5855	2.186	3.3265	1.4626	1.8045	3.5984	3.4863	2.3805	2.3516	7.4348	1.2636	2.8046	3.5034	2.7875	4.2842	0	1.4949	2.7935	0.9971	2.2693	2.23	0.4808	1.7558	3.2152	4.1505	5.0307	2.3359	0.3522	5.0074	2.0675	1.425	2.4306	6.246	2.7678	2.077	2.9182	2.1579	4.2617	2.8136	2.0613	1.3946	1.5379	1.8782	3.0592	1.6754	2.6689	2.9267	2.368	2.0317	1.2167	2.7777	3.0925	1.4125	0.9467	1.076	3.2246	2.7895	3.0571	3.3029	2.3199	2.4372	4.6939	3.5103	1.9834	1.583	1.5587	1.5409	3.0217
hsa-miR-4663	0	0	0	0	0	0	0	0	0	0	0	0.3092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4664-3p	0.6824	1.1098	0.7701	1.1062	0.5363	1.4972	1.3198	3.1134	0.3597	0.9669	0	1.7612	2.0392	1.9766	1.5224	1.2349	0	0	0.9937	0.4379	0	0.8465	0	3.2369	2.5713	0.7808	2.5345	1.0347	1.0127	2.6	2.0766	0.4972	1.3023	0.2896	2.8857	1.5269	0.2334	1.8045	0	1.1537	2.8701	0	0	0.6419	3.3016	0.8696	1.6363	1.7592	0.5974	1.0279	1.8463	0.7346	1.7192	0.5882	0.4808	0.9931	0	0.6816	0.8037	0.8149	2.1998	1.0793	0	0	0.677	1.5923	0.8719	0.7171	1.0657	2.562	0.3132	2.8742	2.5262	0	1.0991	0.92	0	0.7919	0.2234	0	3.1551	0.2701	2.4367	0.6652	1.0536	1.8045	0.5496	1.076	1.3815	2.4119	0.5168	1.1089	0.6909	0.2639	0.7635	0.3951	2.2304	0.289	0.9803	2.0004	1.8334
hsa-miR-4664-5p	0	0.471	0	0.6566	0	0.5418	0.3212	0	0	0.3986	0	0.3092	0.6025	0.2938	0	0	0	0	0	0	0	0	0	0.459	0.3187	0	0.2844	0.6082	0	0	0	0	0	0	0.774	0	0	0	0	0	1.634	0	0	0	0.3097	0.4994	0	0	0	0	0.4551	0	0	0	0	0.2607	0.2096	0	0.4571	0	0.635	0.2455	0	0	0	0	0.2216	0	0	0.3658	0	0	0	0	0	0	0	0	0.2234	0	0	0	0.9129	0	1.0536	0	0	0	0.4017	0	0	0	0	0	0.3016	0	1.3086	0	0	0.348	0.3616
hsa-miR-4665-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4665-5p	0	0.471	0.3047	0.6566	0.9264	0.5418	0	0.762	0.3597	0	0.2616	0	1.3534	0	0	0	0	0	0	0.7733	0	0	0.3817	0.459	0	0	0.5219	0	0.2673	0.4453	0	0	0	0	1.2751	0	0.2334	0.5836	0	0	1.0369	0	0.9938	0	0	0	0.276	0.6747	0	0	0	0	0	0	0.8407	0.2607	0	0	0.2466	0.3254	0	0	0	0	0	0	0	0	0	0	0.3132	0.3802	0.482	0	0.4654	0.5321	0	0	0	0	0	0	0.9129	0.3706	1.0536	0	0	0	0	0.5409	0.5168	0	0	0	0.3016	0	0	0	0.7212	0	0
hsa-miR-4666a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	0	0.3986	0	0	0	0.2938	0.3919	0	0	0	0.2206	0	0	0	0	0	0	0	0	0.6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3097	0	0	0	0	0	0	0	0	0	0	0	0.2096	0.2029	0.2466	0	0	0	0.2783	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0.573	0.2234	0	0	0	0	0.9097	0	0	0	0	0	0	0	0	0	0	0.7635	0	0	0	0	0	0
hsa-miR-4666b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4667-3p	0	0	0	0.6566	0	0	0	0	0	0	0	0	0	0	0	0.3456	0.5582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441	0	0	0	0.774	0	0	0	0	0	0	0	0	0	0.3097	0	0.5077	0	0	0	0	0	0	0	0.4808	0	0	0	0	0	0	0	0	0	0	0.4178	0	0	0	0	0	0.6808	0	0.6258	0	0	0	0	0	0	0	0	0	0	1.0536	0	0.5496	0	0	0	0	0	0	0	0	0	0.7979	0	0	0	0
